dataset,image_id,node_id,yx,r0,r1,r2,theta12_deg,m_node,R_m,c0,c1,c2,tariff_residual,qc_pass,qc_pass_strict,e0x,e0y,e1x,e1y,e2x,e2y,svd_ratio_e0,svd_ratio_e1,svd_ratio_e2,seg_variant,seg_thresh_type,seg_thresh_value,m_source_chosen,parent_ambiguous,px_size_um,note,m_angleonly,R_m_holdout,cfg_min_angle_deg,cfg_max_angle_deg,cfg_min_branch_len_px,cfg_tangent_len_px,cfg_svd_ratio_min,cfg_dedup_radius_px,cfg_strict_qc,cfg_m_min,cfg_m_max,cfg_symmetric_ratio_tol,cfg_angle_auto,cfg_angle_auto_pctl,cfg_min_angle_floor_deg,cfg_px_size_um,args_profile,args_seg_method,args_thresh_method,args_radius_jitter_frac
HRF__sato+quantile,03_dr,10,"(262, 1730)",9.180739402770996,8.0,9.0,90.77635485019465,0.2,0.4341699481010437,0.4717271327972412,0.05721699446439743,0.47105586528778076,1.6451330413371473e-17,True,True,-0.9860659241676331,0.16635505855083466,-0.06237828731536865,-0.9980525970458984,0.9988061785697937,-0.04884941503405571,12.800358772277832,3.0,11.382387161254883,sato+quantile,quantile,0.13618927102967618,grid,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.4341699481010437,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,11,"(263, 2065)",9.01846186319987,3.4379184246063232,8.98130989074707,81.51608701176227,2.8357751929317594,0.14578641951084137,0.18784844875335693,0.6327170133590698,0.17943455278873444,1.4851728950753584e-14,True,True,-0.9974989295005798,-0.07068181037902832,0.423000693321228,-0.9061293601989746,0.9586198925971985,0.2846890985965729,16.216392517089844,6.383023262023926,15.245723724365234,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.8357751929317594,0.14578641951084137,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,12,"(278, 1509)",11.075233459472656,6.580320994059245,14.304569880167643,128.44393244848,0.9047177672386169,0.014948136173188686,0.33962690830230713,0.3224252164363861,0.33794787526130676,7.281031137823137e-16,True,True,0.9885544776916504,0.15086421370506287,0.33314183354377747,-0.9428767561912537,-0.9456074833869934,0.3253098428249359,8.656010627746582,6.090612411499023,16.72392463684082,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.9047177672386169,0.014948136173188686,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,13,"(279, 1504)",14.188010533650717,4.966498215993245,8.604475975036621,127.67199197503919,0.2,0.9975447058677673,0.0,0.359361469745636,0.640638530254364,0.7871724247836049,False,False,-0.9456074833869934,0.3253098428249359,-0.19377169013023376,-0.9810466766357422,-0.6580988168716431,0.7529316544532776,16.72392463684082,5.686507225036621,5.900665283203125,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.9975447058677673,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,14,"(280, 1645)",10.01662508646647,8.345475196838379,5.995486259460449,84.73250955534165,1.2286285318434242,0.16251428425312042,0.3606499433517456,0.4112519919872284,0.2280980795621872,1.775577484345805e-15,True,True,-0.9991474747657776,0.04128361865878105,0.927494466304779,-0.3738369941711426,0.4574074149131775,0.8892572522163391,17.050247192382812,10.160163879394531,12.6220703125,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.2286285318434242,0.16251428425312042,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,15,"(290, 1845)",7.0,6.0,5.438378651936849,63.41301919142351,2.6728128195507446,0.3698394000530243,0.326410710811615,0.1079254224896431,0.5656638741493225,8.928858180014679e-15,True,True,0.9955748319625854,0.09397189319133759,-0.5371258854866028,-0.8435021638870239,-0.9947006702423096,0.10281367599964142,18.713300704956055,3.5539700984954834,15.766258239746094,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.6728128195507446,0.3698394000530243,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,16,"(292, 1765)",8.0,2.0,5.0,22.715515274075035,0.8016666666666665,0.03177430480718613,0.34852343797683716,0.2615032494068146,0.38997331261634827,2.633438267079225e-16,True,True,0.9980525970458984,0.06237828731536865,-0.9347020387649536,-0.35543233156204224,-0.9994527697563171,0.03307812660932541,3.0,5.545647144317627,6.676372051239014,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.798744896054268,0.0318935252726078,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,17,"(296, 2145)",8.44473934173584,4.054092566172282,9.710565567016602,127.9425839840579,1.2648057699203497,0.055779971182346344,0.3716769218444824,0.2699364125728607,0.35838666558265686,2.278066166465972e-15,True,True,-0.90690678358078,-0.42133134603500366,-0.7635235786437988,0.6457799673080444,0.978748619556427,0.2050638496875763,14.15537166595459,17.714725494384766,17.76600456237793,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.2648057699203497,0.055779971182346344,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,18,"(306, 1665)",8.10282293955485,2.8284270763397217,5.995486259460449,93.94975133632464,0.5166666666666666,1.3809576034545898,0.0,0.6215350031852722,0.37846502661705017,1.3794468445235686,False,False,0.9979703426361084,0.06368112564086914,0.7658356428146362,-0.6430363655090332,0.5887570977210999,0.8083100318908691,10.552569389343262,8.648033142089844,7.488649368286133,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.5177213907241822,1.3814183473587036,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,19,"(307, 1662)",10.453863461812338,5.971238136291504,8.57816219329834,127.97166857162833,0.2,0.18253429234027863,0.3067761957645416,0.28919780254364014,0.40402600169181824,1.989962384091993e-17,True,True,-0.826558530330658,0.5628507733345032,-0.5088672041893005,-0.8608450293540955,0.9917087554931641,0.1285058856010437,7.467484474182129,13.512418746948242,8.964734077453613,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.18253429234027863,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,20,"(308, 1687)",7.480882962544759,4.824045340220134,8.020752588907877,141.98424019392587,2.7930271381395873,0.26826778054237366,0.18716241419315338,0.5752261877059937,0.23761142790317535,2.819949815748326e-14,True,True,0.8643601536750793,0.5028733611106873,0.7478896379470825,-0.6638231873512268,-0.9980525970458984,0.06237828731536865,18.09781837463379,14.595399856567383,3.0,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.7930271381395873,0.26826778054237366,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,21,"(308, 2285)",6.2439578374226885,6.079423268636067,9.0,132.87464383166386,0.84666947722435,0.13926227390766144,0.3850799798965454,0.24404656887054443,0.37087345123291016,6.042050973122177e-16,True,True,-0.860912024974823,-0.5087538361549377,-0.7247851490974426,0.6889750361442566,0.9980525970458984,0.06237828731536865,17.135316848754883,7.086826324462891,3.0,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.84666947722435,0.13926227390766144,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,22,"(308, 2303)",9.0,6.324555397033691,5.194401264190674,65.67521736661466,1.171082535758615,0.028509793803095818,0.33155104517936707,0.31651443243026733,0.351934552192688,7.921019245287939e-16,True,True,-0.9980525970458984,0.06237828731536865,0.8278940320014954,-0.5608845353126526,0.8521087765693665,0.5233648419380188,3.0,10.918132781982422,4.803275108337402,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.171082535758615,0.028509793803095818,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,23,"(323, 2831)",4.395637512207031,2.9397106170654297,4.0,104.23658739663284,0.9283333333333332,0.4137779176235199,0.3411499857902527,0.5043309926986694,0.1545189917087555,4.3812273506404536e-16,True,True,0.3484971523284912,0.9373098611831665,-0.6960686445236206,-0.7179752588272095,0.8671067953109741,-0.49812227487564087,8.662643432617188,18.733051300048828,6.547727108001709,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.9361182689666747,0.41505715250968933,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,24,"(328, 2257)",8.284157435099283,6.16002082824707,7.913429578145345,98.0102187523726,0.2,0.18493349850177765,0.39087215065956116,0.3603809177875519,0.24874691665172577,1.0924246467319607e-16,True,True,-0.9642785787582397,-0.26489025354385376,0.9185816645622253,-0.3952312171459198,0.26337096095085144,0.9646946787834167,15.863404273986816,14.815010070800781,17.563100814819336,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.9893598085269333,0.30716779828071594,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,25,"(335, 2063)",7.023689270019531,8.062257766723633,5.873080253601074,122.37351935930621,1.0683204174041747,0.1615905910730362,0.3789971172809601,0.3847106993198395,0.23629216849803925,5.908112348408773e-16,True,True,0.9983466267585754,-0.05748039111495018,-0.9239649176597595,-0.3824772834777832,0.1716935783624649,0.9851503968238831,16.107547760009766,14.882609367370605,15.45030403137207,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.0683204174041747,0.1615905910730362,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,26,"(341, 1382)",13.478095372517904,12.529964447021484,3.558872938156128,88.91579142813637,0.8471740007400513,0.23038522899150848,0.45921993255615234,0.4878072142601013,0.05297287181019783,8.19946594085535e-16,True,True,0.884856104850769,-0.4658644497394562,-0.9016286730766296,0.43251094222068787,0.4153730273246765,0.9096512198448181,21.264734268188477,13.509750366210938,5.958502292633057,sato+quantile,quantile,0.13618927102967618,solver,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.8471740007400513,0.23038522899150848,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,27,"(341, 1595)",11.043669700622559,10.0,5.0,101.43983810863494,0.6757135808467867,0.17782458662986755,0.375744491815567,0.4059341847896576,0.21832133829593658,5.951175610822981e-16,True,True,0.9168684482574463,-0.39918962121009827,-0.9974989295005798,0.07068181037902832,0.2671204209327698,0.9636631608009338,18.214353561401367,16.216392517089844,7.619987487792969,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.6757135808467867,0.17782458662986755,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,28,"(348, 1754)",7.8102498054504395,1.1380711793899536,7.345992724100749,80.73856939012478,0.8455869317054749,0.08274005353450775,0.3926931917667389,0.2025303840637207,0.4047764241695404,6.80512523775981e-16,True,True,-0.7728835344314575,-0.6345479488372803,-0.4130042791366577,0.9107291102409363,0.8323884010314941,0.5541927218437195,26.911386489868164,9.210979461669922,19.397024154663086,sato+quantile,quantile,0.13618927102967618,solver,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.8455869317054749,0.08274005353450775,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,29,"(390, 2652)",6.0,6.950113137563069,3.1622776985168457,120.66081177560898,1.0089202761650085,0.06151871010661125,0.3600464463233948,0.3555968701839447,0.2843567132949829,1.2707985713858656e-15,True,True,0.9983466267585754,-0.05748039111495018,-0.9533979296684265,-0.3017157018184662,0.22665350139141083,0.9739754796028137,16.107547760009766,14.070466995239258,11.584177017211914,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.0089202761650085,0.06151871010661125,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,30,"(411, 1238)",12.327442487080893,4.0,11.414665857950846,78.55255117243345,1.1816666666666666,0.153699591755867,0.41914811730384827,0.13084273040294647,0.45000916719436646,2.1035608505719203e-15,True,True,0.9227060675621033,-0.38550424575805664,-0.6261112093925476,-0.7797337770462036,-0.888486385345459,0.458903044462204,17.394123077392578,10.547072410583496,10.387225151062012,sato+quantile,quantile,0.13618927102967618,grid,False,,"m_sources_evaluated=['solver','symmetric','grid']",1.180586815997958,0.15389105677604675,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,31,"(419, 1222)",12.68664296468099,1.0,12.68664296468099,90.244966041184,1.8742869377136233,0.0013906914973631501,0.31605440378189087,0.36789339780807495,0.3160521984100342,4.072414248537871e-15,True,True,-0.7986586689949036,0.6017842888832092,-0.5972398519515991,-0.8020627498626709,0.8046088814735413,-0.593805193901062,17.771915435791016,6.9910125732421875,20.49395751953125,sato+quantile,quantile,0.13618927102967618,solver,False,,"m_sources_evaluated=['solver','symmetric','grid']",1.8742869377136233,0.0013906914973631501,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,32,"(430, 1431)",10.098543485005697,8.543869972229004,5.380346139272054,103.71932776420574,0.5903838753700257,0.2754135727882385,0.39018017053604126,0.4427143633365631,0.16710546612739563,2.4866330091579664e-16,True,True,0.5405934453010559,-0.8412839770317078,-0.759224534034729,0.6508287787437439,0.8123222589492798,0.5832088589668274,7.848687171936035,10.136414527893066,18.292179107666016,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.5903838753700257,0.2754135727882385,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,33,"(433, 1205)",12.314358393351236,2.742257595062256,7.627105871836345,124.21049169230479,0.2,0.23343278467655182,0.2774119973182678,0.430803120136261,0.2917848825454712,1.6543066855598021e-16,True,True,0.800045371055603,-0.5999395251274109,-0.9643133282661438,-0.264763742685318,0.32321685552597046,0.9463249444961548,20.35757064819336,3.3565707206726074,6.430736541748047,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.23343278467655182,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,34,"(436, 1206)",7.1644242604573565,12.422161420186361,5.873080253601074,121.74187716606576,0.2,0.39321768283843994,0.48465782403945923,0.45805624127388,0.05728592351078987,2.447279895547916e-17,True,True,-0.8271455764770508,0.5619876980781555,0.7689878940582275,-0.6392633318901062,0.1390872597694397,0.9902801513671875,18.30515480041504,11.808598518371582,4.6460862159729,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.39321768283843994,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,35,"(437, 1173)",2.9428090254465737,1.4714045127232869,2.0786893367767334,20.606298687096178,1.3545650899410249,0.13585135340690613,0.3844071626663208,0.0,0.6155928373336792,8.078763877030298e-17,True,True,-0.7071068286895752,0.7071068286895752,0.9107291102409363,-0.4130042791366577,0.7071067690849304,-0.7071067690849304,10.606600761413574,9.210979461669922,3.0,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.3545650899410249,0.13585135340690613,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,36,"(445, 1164)",4.319139003753662,2.630974054336548,4.0,73.94181733397421,0.2,0.4437330663204193,0.4566230773925781,0.48138999938964844,0.06198692321777344,1.063110087762131e-16,True,True,-0.8320503234863281,0.5547001957893372,0.7538954615592957,-0.6569944024085999,0.8398968577384949,0.5427460074424744,10.140677452087402,8.866901397705078,8.293261528015137,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.147199746221304,0.6711949110031128,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,37,"(453, 1152)",4.648090680440267,4.0,2.1380711793899536,90.8879439134672,0.8966666666666665,0.3516623377799988,0.4518403112888336,0.516933798789978,0.03122592344880104,5.124031748928547e-16,True,True,-0.8650307059288025,0.5017189383506775,0.8472378253936768,-0.5312137603759766,0.5180203914642334,0.8553682565689087,14.805296897888184,9.935734748840332,5.844061851501465,sato+quantile,quantile,0.13618927102967618,grid,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.8947496056556703,0.3518793284893036,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,38,"(455, 1177)",7.1644242604573565,2.3548316955566406,7.071067810058594,71.02692705697676,2.2583333333333333,0.06686285883188248,0.25781047344207764,0.4928717315196991,0.24931779503822327,5.6439727394990406e-15,True,True,0.8536811470985413,-0.520796000957489,-0.8552202582359314,-0.5182647109031677,-0.7681605815887451,0.6402572393417358,14.14378547668457,8.088095664978027,11.727367401123047,sato+quantile,quantile,0.13618927102967618,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.2604859327897424,0.06704047322273254,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,39,"(489, 1091)",14.317821502685547,6.043926239013672,9.362502098083496,52.8069751417665,0.9468462876975539,0.14067648351192474,0.3182344436645508,0.4461557865142822,0.235609769821167,7.280498700449661e-16,True,True,0.9582295417785645,-0.28600046038627625,-0.9933446645736694,-0.11517994105815887,-0.6922317147254944,0.7216753363609314,15.187243461608887,4.5560102462768555,6.629996299743652,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.9468462876975539,0.14067648351192474,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
HRF__sato+quantile,03_dr,40,"(494, 1352)",3.6303114891052246,2.890015443166097,6.37693468729655,131.974147889248,0.5260836839675903,0.2192365676164627,0.45173949003219604,0.1532970815896988,0.39496341347694397,2.3970170605021547e-16,True,True,-0.7269942164421082,0.686643660068512,-0.9532378911972046,-0.3022211194038391,0.862206220626831,-0.5065574645996094,16.63983154296875,3.892728567123413,15.170638084411621,sato+quantile,quantile,0.13618927102967618,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.5260836839675903,0.2192365676164627,10.0,170.0,10,16,3.0,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,quantile,0.0
